file,id_sente,id_article,domain,year,sentences,classe
C50_OGlobo_05-11-2007_18h22,2508,c50o,politics,2007,"Entre eles, a possibilidade de os contribuintes que recebem até R$ 1.640 por mês serem isentos, além de desoneração da folha de pagamento das empresas, provvelmete nos repasses feitos ao Sistema S.",0
C95_Folha_19-10-2022_04h00,5882,c95f,politics,2022,"Apesar dos recentes sinais de trégua dos preços no Brasil, o grupo alimentação e bebidas ainda acumula inflação de 9,54% no ano, de janeiro a setembro.",0
C43_Estadao_17-07-2007_12h13,2001,c43e,politics,2007,"""Se virmos que o advogado do Renan está tentando ser participante da reunião, vamos convidá-lo a se retirar"", alertou o senador Papaléo Paes (PSDB-AP) que é suplente da Mesa.",-1
C48_Folha_25-09-2022_18h04,2301,c48f,world,2022,"Programadas para o primeiro semestre de 2023, as eleições foram antecipadas devido à queda de Mario Draghi, que perdeu o apoio de três partidos de sua base ?MS5, Liga e Força, Itália? e renunciou em julho.",0
C35_Folha_22-09-2022_16h54,1561,c35f,world,2022,Armas táticas pequenas não necessariamente deflagram a MAD.,0
C84_Estadao_18-10-2007_21h45,5099,c84e,politics,2007,"Acho que é bom para o país as duas Casas terem a maior sintonia possível, respeitando as particularidades, o ritmo e as composições.",-1
C12_Estadao_07-08-2006_02h29,149,c12e,world,2006,A Federação Internacional da Cruz Vermelha indicou na sexta-feira que cerca de 17 mil famílias ficaram desabrigadas por causa das inundações.,0
C59_OGlobo_06-10-2022_21h11,3080,c59o,politics,2022,E é um voto que busca preservar as bases de funcionamento da economia no longo prazo.,-1
C87_Estadao_21-07-2007_00h00,5282,c87e,politics,2007,"Oficiais de Exército, Marinha e Aeronáutica não param de especular sobre quem será o substituto de Waldir Pires.",0
C67_Estadao_15-10-2022_17h00,3739,c67e,politics,2022,"À época, ele justificou a decisão pela ""ausência de um posicionamento transparente, firme e célere da instituição"".",-1
C3_OGlobo_20-07-2007_01h20,1268,c3o,daily,2007,O problema havia sido detectado pelo sistema eletrônico de checagem do próprio avião.,0
C38_OGlobo_28-07-2007_00h00,1717,c38o,sports,2007,"O recorde de ouro do atletismo brasileiro é de 7, no Pan de Winnipeg.",0
C93_Estadao_15-12-2006_14h59,5662,c93e,politics,2006,"O efeito cascata do reajuste no Congresso deverá elevar em R$ 8,075 milhões os gastos com o salário-base dos deputados a cada 12 meses, num total de R$ 16,978 milhões.",0
C60_OGlobo_07-10-2022_09h01,3192,c60o,world,2022,"duas organizações defensoras dos direitos humanos na Rússia e na Ucrânia e o ativista bielorrusso Ales Bialiatski, preso pelo regime de Alexander Lukashenko, aliado ao Kremlin.",0
C10_Estadao_24-09-2022_21h45,35,c10e,politics,2022,"Além disso, apesar da ausência no debate, o ex-presidente Luiz Inácio Lula da Silva (PT) rivalizou com o presidente Jair Bolsonaro (PL) em número de menções, sejam elas positivas ou negativas.",1
C95_OGlobo_11-10-2022_21h45,5926,c95o,politics,2022,"Mas no acumulado dos últimos 12 meses, a alta é de quase 37%.",0
C41_Folha_17-07-2007_10h39,1918,c41f,sports,2007,"Na fase semifinal, Thiago Pereira havia feito o melhor tempo entre os competidores dos 400 m medley, com 4min18seg93.",0
C25_OGlobo_31-12-2021_21h56,955,c25o,culture,2021,"Em 2014, o livro virou peça de teatro, estrelada por Nicette Bruno.",0
C56_Estadao_06-10-2022_16h56,2862,c56e,world,2022,"A maioria das condenações por porte de maconha, no entanto, ocorre em nível estadual, razão pela qual o governo do presidente democrata pedirá aos governadores de todo o país que tomem a mesma medida.",0
C43_OGlobo_17-07-2007_00h00,2039,c43o,politics,2007,"Os conselheiros querem saber se o senador tem fundos para pagar pensão alimentícia informal para a jornalista Mônica Veloso, com quem tem uma filha",0
C10_Estadao_24-09-2022_21h45,41,c10e,politics,2022,Discutiu ainda sobre feminismo com Tebet e disse ser contra a descriminalização do aborto e o sistema de cotas.,0
C79-Folha_17-10-2022_23h01,4750,c79f,politics,2022,"Segundo pessoas próximas a Moro, ele avaliou que o cenário político tende a se manter polarizado, o que estreita a margem para uma terceira via.",0
C81_Estadao_07-10-2022_08h48,4853,c81e,culture,2022,"""Os livros e a música são bons para você.",-1
C86_Estadao_17-04-2007_13h45,5225,c86e,politics,2007,"A Polícia Federal deflagrou na manhã desta terça-feira, 17, a Operação Kásper, com o objetivo de combater o crime contra o sistema financeiro nacional e de lavagem de dinheiro.",0
C48_Folha_25-09-2022_18h04,2297,c48f,world,2022,"Os números mostram que o partido de Meloni teve desempenho muito superior ao dos aliados, o que pode ser fonte de atritos dentro da coligação, a começar pela disputa para a nomeação de cargos importantes.",1
C5_Folha_31-08-2007,2428,c5f,politics,2007,"Já Leur Lomanto sairia com o discurso de que sua permanência poderia prejudicar Jobim, uma vez que os dois são do PMDB e o ministro poderia ser acusado de estar beneficiando o seu partido.",1
C37_OGlobo_17-10-2007_12h21,1679,c37o,daily,2007,Esta é a terceira rebelião em São Luís só neste mês.,0
C94_Estadao_18-10-2022_19h36,5781,c94e,politics,2022,O projeto de Ricardo Barros foi unido ao de Rubens Bueno.,0
C72_Folha_17-10-2022_01h28,4136,c72f,politics,2022,"""[...] Hoje, ela [indústria automobilística] produz menos que 2 milhões de carros"".",-1
C89_Folha_01-11-2007_00h00,5391,c89f,politics,2007,Ele quer se livrar disso.,-1
C33_Folha_26-09-2007,1440,c33f,politics,2007,"""Decidimos estabelecer completo zoneamento agroecológico do país para definir quais áreas agricultáveis podem ser destinadas à produção de biocombustíveis"", disse Lula, após falar que ""a experiência brasileira de três décadas mostra que a produção de biocombustíveis não afeta a segurança alimentar"".",-1
C70_OGlobo_16-10-2022_01h30,4006,c70o,politics,2022,"Ao relatar o episódio, ocorrido em 2021, o presidente disse que ""pintou um clima"" ao interagir com as garotas e insinuou que elas estariam se prostituindo.",0
C33_Estadao_25-09-2007_10h51,1397,c33e,politics,2007,"""O problema da fome no planeta não decorre da falta de alimentos, mas da falta de renda que golpeia quase um bilhão de homens, mulheres e crianças"", disse.",-1
C27_Folha_17-10-2007_23h53,1064,c27f,sports,2007,"Após um zagueiro equatoriano se atrapalhar, o ligeiro centroavante Vágner Love roubou a bola e chutou na trave, aos 15min.",0
C13_OGlobo_21-09-2022_12h07,216,c13o,world,2022,"Muitos iranianos, particularmente os jovens, veem a morte de Amini como uma evidência da repressão do governo da república islâmica e do tratamento cada vez mais violento da polícia dos costumes às mulheres jovens.",1
C96_Folha_18-10-2022_22h35,5978,c96f,politics,2022,Os momentos mais compartilhados pelos apoiadores de Lula mostram o candidato abordando desde temas descontraídos a outros mais delicados para a campanha.,0
C72_Estadao_17-10-2022_00h30_titulo,4135,c72e,politics,2022,Veja a opinião de analistas ouvidos pelo 'Estadão'.,0
C74_Folha_17-10-2022_15h10,4381,c74f,politics,2022,"O presidente em seu discurso também voltou a criticar países vizinhos, vistos por ele como socialistas, como Argentina, Chile e Venezuela.",0
C54_Folha_28-09-2022_06h25,2730,c54f,politics,2022,"Em um dos vídeos gravados em apoio à campanha petista, o ex-ministro afirma que Bolsonaro não é um homem sério e é visto por grandes democracias como ""um ser humano abjeto, desprezível, uma pessoa a ser evitada"".",-1
C39_OGlobo_28-04-2022_09h03,1805,c39o,politics,2022,"Também é possível constatar, no relatório do Comitê da ONU, robustos votos vencidos que não deixam dúvidas de que a minha atuação foi legítima na aplicação da lei, no combate à corrupção e que não houve qualquer tipo de perseguição política.",-1
C6_OGlobo_23-09-2022_16h19,3142,c6o,politics,2022,"Lula tem razão de tentar contê-la, porque os mais pobres é que sofrem.",1
C90_Estadao_20-12-2007_16h28,5443,c90e,politics,2007,"Segundo a irmã do bispo, Rita Cappio, ele ficou muito abalado com as medidas do Supremo Tribunal Federal (STF), tomadas na quarta-feira.",0
C33_OGlobo_25-09-2007_19h59,1479,c33o,politics,2007,O presidente Luiz Inácio Lula da Silva abriu nesta terça-feira a Assembléia Geral da Organização das Nações Unidas (ONU) reforçando o discurso do secretário-geral Ban Ki-moon sobre a importância dos países desenvolvidos liderarem os esforços pela preservação do meio ambiente.,0
C49_Estadao_16-07-2007_07h53_titulo,2354,c49e,politics,2007,Lula confessa ter ficado triste com vaias na abertura do Pan.,0
C87_OGlobo_25-07-2007_10h51_titulo,5314,c87o,politics,2007,Pasta será ocupada pelo ex-presidente do STF Nelson Jobim.,0
C98_Folha_19-10-2022_18h19,6118,c98f,politics,2022,"Lula e Bolsonaro estão assim no limite máximo para um empate técnico pela primeira vez nesta disputa, mas tal cenário é considerado estatisticamente improvável neste momento pelo Datafolha.",0
C27_Estadao_18-10-2007_00h04,1036,c27e,sports,2007,"E isso com direito a uma seqüência de dribles de Robinho que há muito não se vê no futebol, simplesmente espetacular.",1
C36_OGlobo_20-07-2007-22h04,1640,c36o,politics,2007,O deputado ACM Neto (DEM-BA) acompanhava o avô desde sua internação.,0
C54_OGlobo_28-09-2022_07h28,2748,c54o,politics,2022,"Ex-presidente do STF, Celso de Mello escreveu que o presidente Jair Bolsonaro (PL), candidato à reeleição, é um ""político menor, sem estatura presidencial"" e que integra corrente política que nega ""reverência"" à democracia.",-1
C18_Folha_16-04-2007_15h46,503,c18f,world,2007,Ela matou 16 pessoas antes de ser baleado e morto.,0
C38_Estadao_17-07-2007_12h03,1687,c38e,sports,2007,"""Começamos muito bem a disputa da natação com duas medalhas de ouro.",-1
C95_Estadao_10-09-2022_07h25,5856,c95e,politics,2022,"A queda ocorreu mesmo com os alimentos puxando a corda no sentido contrário; juntas, alimentação e bebidas subiram 1,3% no mês.",1
C53_Estadao_19-09-2022_16h33,2646,c53e,politics,2022,"Na sequência, William Bonner sai da imagem e a tela é preenchida pelo gráfico que mostra a evolução dos números ao longo das últimas pesquisas Ipec.",0
C80_Folha_17-10-2022_16h56,4805,c80f,sports,2022,Cresci com isso na minha cabeça e tive motivação com dois exemplos na vida: Zidane e Ronaldo.,-1
C75_Folha_17-10-2022_15h04,4456,c75f,politics,2022,"""Uma comunidade de bem, onde todos andam livremente, não podemos confundir com a localidade que ocorreu esse atentado.",-1
C34_Folha_20-08-2007_12h22,1526,c34f,politics,2007,"Está cumprindo suas prerrogativas constitucionais"", afirmou Paulo Ricardo de Souza Cardoso, secretário-adjunto da Receita Federal.",-1
C44_OGlobo_02-10-2007_13h23,2082,c44o,politics,2007,"O resultado das urnas não lhe foi favorável?, questionou ao senador Cristovam, que disputou às eleições de 2006 e foi derrotado no primeiro turno.",-1
C85_Estadao_20-08-2007_15h02,5172,c85e,politics,2007,O desgaste do governo atingiu níveis crítico.,1
C38_Folha_17-07-2007_12h15,1705,c38f,sports,2007,"Marcelus Marcili ficou com o bronze no skiff simples, e a dupla formada por Anderson Nocetti e Alan Bitencourt também ficou em terceiro na final da categoria dois sem timoneiro.",0
C60_Folha_07-10-2022_10h37,3175,c60f,world,2022,"Referia-se, respectivamente, à repressão contra russos contrários às medidas do governo e à Guerra da Ucrânia, iniciada em fevereiro.",0
C50_Folha_06-11-2007_12h57,2486,c50f,politics,2007,Ele defende que o governo caminhe no sentido de reduzir o gasto público e a carga tributária.,0
C94_OGlobo_18-10-2022_18h30,5829,c94o,politics,2022,"""Estamos votando o requerimento de urgência de um projeto mais antigo, nada a ver com o mérito do que vai ser discutido.",-1
C71_Estadao_14-10-2022_09h280,4037,c71e,politics,2022,"Mattar afirmou estar apoiando ""predominantemente, mas não exclusivamente, candidatos a governador, senador, deputado federal e deputado estadual pelo partido Novo, de cujos valores liberais compartilha e que renunciou ao uso de verba do fundo eleitoral"".",-1
C11_Folha_08-08-2006,126,c11f,daily,2006,Prédios públicos voltaram a ser alvo do PCC no começo da manhã de ontem.,0
C32_Estadao_17-07-2007_08h03,1349,c32e,world,2007,"Além do vazamento de água contendo material radioativo, gases radioativos também escaparam da usina nuclear de Kashiwazaki, segundo informou a BBC.",0
C100_OGlobo_19-10-2022_19h49,3364,c100o,politics,2022,"Pesquisa do Instituto Datafolha encomendada pela Globo e pelo jornal ""Folha de S.Paulo"", divulgada nesta quarta-feira (19), revela os índices de intenção de voto para governador de São Paulo.",0
C80_Estadao_18-10-2022_08h13,4781,c80e,sports,2022,Ele se tornou o primeiro francês a levar para casa a Bola de Ouro desde Zinedine Zidane em 1998.,0
C72_OGlobo_17-10-2022_08h05,4235,c72o,politics,2022,O projeto de conversão da MP foi sancionado no final do mesmo mês.,0
C81_Folha_06-10-2022_15h58,4930,c81f,culture,2022,"Os limites de gênero e o seu questionamento são marcantes em sua obra, embora não sejam seu tema único.",1
C58_Estadao_15-09-2022_05h00,2966,c58e,politics,2022,"BRASÍLIA - A área técnica do Ministério da Saúde alertou a equipe do ministro da Economia, Paulo Guedes, de que o corte de 60% no orçamento em programas como o Farmácia Popular tornaria ""inviável"" a manutenção das políticas públicas no ano que vem.",0
C38_OGlobo_28-07-2007_00h00,1714,c38o,sports,2007,"No domingo, na maratona, Vanderlei Cordeiro e Franck Caldeira também dvem pegar medalha.",0
C57_Folha_06-10-2022_05h12,2929,c57f,world,2022,"""Meus pensamentos estão com todos aqueles impactados e com os socorristas"", escreveu em uma rede social.",-1
C35_Folha_22-09-2022_16h54,1572,c35f,world,2022,"Pelo menor poder destrutivo, não engendrariam retaliação maciça.",0
C10_OGlobo_24-09-2022_18h15,90,c10o,politics,2022,Você aí na sua casa contrataria um candidato que faltou à entrevista de emprego?,-1
C96_Folha_18-10-2022_22h35,5960,c96f,politics,2022,"""Acho que ele está com medo porque se eu ganhar as eleições, eu vá saber o que o Bolsonaro perdoou das dívidas do imposto de renda dele"".",-1
C23_Estadao_23-07-2007_13h58,796,c23e,world,2007,"Já o rio Tâmisa, que está com seu leito no limite, pode transbordar durante a próxima madrugada caso as chuvas cotinuem, informou a Agência de Meio-Ambiente do Reino Unido.",0
C8_Folha_12-08-2006_12h03,3262,c8f,sports,2006,"Neste domingo encerra a série contra os finlandeses, novamente em Brasília.",0
C54_Folha_28-09-2022_06h25,2714,c54f,politics,2022,""" (Celso de Mello, ministro aposentado e ex-presidente do Supremo Tribunal Federal)",-1
C87_OGlobo_25-07-2007_10h51,5306,c87o,politics,2007,"Nelson Jobim foi deputado federal pelo PMDB do Rio Grande do Sul entre 1987 e 1995, quando assumiu o Ministério da Justiça no governo de Fernando Henrique Cardoso.",0
C73_Folha_17-10-2022_08h43_titulo,4286,c73f,sports,2022,Neymar enfrenta julgamento a um mês da Copa do Mundo.,0
C84_Estadao_18-10-2007_21h45,5094,c84e,politics,2007,"""Quando há sintonia do Senado para com os assuntos que a Câmara já vem tratando, eu comemoro.",-1
C76_Folha_18-10-2022_9h58,4534,c76f,daily,2022,"A defesa de Guimarães classificou a ação de ""improcedente e eleitoreira"".",-1
C26_Estadao_20-12-2021_13h00,988,c26e,world,2021,"Conforme dados da Embaixada do Chile, Boric venceu em todos os quatro locais de votação:",0
C81_OGlobo_06-10-2022_21h39_titulo,4945,c81o,culture,2022,"A vergonha', a autora, de 82 anos, conta suas experiências pessoais para falar de temas como desigualdade de classe e de gênero.",0
C68_Folha_16-10-2022_10h48,3854,c68f,world,2022,"Ele falava aos cerca de 2.300 delegados de todo o país reunidos no Grande Salão do Povo, em Pequim, em meio a um forte esquema de segurança, e também aos cidadãos chineses, que puderam assisti-lo em transmissões por telão organizadas em praças públicas.",0
C39_Estadao_28-04-2022_11h47,1734,c39e,politics,2022,"O comitê também afirma que as ""violações processuais tornaram arbitrária a proibição a Lula de concorrer à Presidência e, portanto, em violação de seus direitos políticos, incluindo seu direito de apresentar candidatura a eleições para cargos públicos?.",-1
C71_Folha_14-10-2022_23h00,4066,c71f,politics,2022,"Em maio, a família Sanders foi homenageada na Assembleia Legislativa do estado com a presença do ministro da Casa Civil de Bolsonaro, Ciro Nogueira (PP-PI).",0
C5_Folha_31-08-2007,2420,c5f,politics,2007,"A agência só pode deliberar com, no mínimo, três dos seus cinco diretores.",0
C87_Folha_25-07-2007_12h59,5296,c87f,politics,2007,"Tanto Pires quanto Pereira foram criticados por suas atuações no controle da crise aérea agravada pelo acidente com o avião da Gol, em setembro passado, que fez 154 mortos.",0
C55_Folha_28-09-2022_00h05_titulo,2817,c55f,politics,2022,"Quaest: Lula tem 50,5% dos votos válidos contra 36,3% de Bolsonaro.",0
C72_OGlobo_17-10-2022_08h05,4213,c72o,politics,2022,"""Fake.",-1
C80_Estadao_18-10-2022_08h13,4773,c80e,sports,2022,"- até a edição passada, a premiação levada em conta a performance durante o ano civil.",0
C74_OGlobo_17-10-2022_13h11_titulo,4431,c74o,politics,2022,Encontro com artistas ocorreu na residência oficial da Presidência em Brasília.,0
C54_Folha_28-09-2022_06h25,2718,c54f,politics,2022,"""Celso é um grande democrata.",-1
C76_OGlobo_17-10-2022_23h28,4550,c76o,daily,2022,"""A Caixa Econômica Federal comunica à sociedade brasileira, aos seus clientes e empregados, e ao mercado em geral que o Conselho de Administração acatou, nesta data, pedido de renúncia, por questões pessoais, do Sr. Claudio Salituro ao cargo de Vice-Presidente de Tecnologia e Digital"", diz o comunicado do banco ao mercado.",-1
C6_Estadao_25-09-2022_14h00,3111,c6e,politics,2022,"Ela cresceu de 16%, em 2006, para 20,3% em 2018.",0
C12_Folha_07-08-2006_08h30,161,c12f,world,2006,A Federação Internacional da Cruz Vermelha afirmou na sexta-feira (4) que cerca de 17 mil famílias ficaram desabrigadas por causa das inundações.,0
C37_OGlobo_17-10-2007_12h21,1683,c37o,daily,2007,Quatro pessoas teriam ficado feridas.,0
C1_OGlobo_02-09-2006_11h58_titulo,28,c1o,world,2006,Ninguém que estava a bordo sobreviveu.,0
C79-Folha_17-10-2022_23h01,4737,c79f,politics,2022,"Na prática, isso deve colocar os dois bem próximos politicamente.",1
C78_OGlobo_18-10-2022_08h18,4683,c78o,world,2022,"A divulgação havia sido solicitada pela defesa de familiares de algumas das vítimas, em particular pela associação Entraide et Solidarité AF447 (Ajuda Mútua e Solidariedade, em tradução livre), que tinha indicado, por meio de um dos seus advogados, que ouvir o áudio dos pilotos era “absolutamente essencial para esta busca da verdade”.",0
C20_Estadao_15-09-2007_18h03,629,c20e,politics,2007,"O partido que apoiava a proposta na gestão FHC, quando estava coligado ao PSDB, foi contrário.",0
C86_Folha_13-04-2007_10h40,5249,c86f,politics,2007,O balanço das apreensões ainda não foi divulgado.,0
C77_Folha_18-10-2022_10h15,4622,c77f,politics,2022,O procedimento foi feito pelos Tribunais Regionais Eleitorais e acompanhado pelos militares.,0
C84_Folha_15-10-2007_00h00,5121,c84f,politics,2007,"""Não tem defesa, nada, é ditadura total dos partidos"", disse o senador Renato Casagrande (PSB-ES), que contudo votou a favor.",-1
C20_OGlobo_19-09-2007_16h13,660,c20o,politics,2007,"""Se bem que na Câmara não vejo problema para aprovação.",-1
C89_Estadao_31-10-2007_15h02,5372,c89e,politics,2007,"Superintendência de Desenvolvimento do Nordeste (Sudene),",0
C91_Estadao_15-12-2007_00h00,5505,c91e,politics,2007,"Em resposta, a CNBB divulgou carta em que apóia a greve de fome e convoca comunidades cristãs a ""se unirem em jejum e oração"".",0
C39_OGlobo_28-04-2022_09h03_titulo,1811,c39o,politics,2022,"Decisão foi tomada em resposta a representação do ex-presidente, que alegava parcialidade de Sergio Moro.",0
C86_Folha_13-04-2007_10h40,5239,c86f,politics,2007,Carreira Alvim integra os quadros do TRF da 2ª Região desde 1993.,0
C81_Estadao_07-10-2022_08h48,4888,c81e,culture,2022,"O pai tinha medo de fazer a filha passar vergonha com sua fala e seus modos, mas era orgulhoso:",0
C23_Folha_20-07-2007_13h42,815,c23f,world,2007,O país sofre com as chuvas que caem desde junho.,0
C42_OGlobo_19-09-2007_13h37,1994,c42o,politics,2007,"Nesta quarta, ocorreria a discussão da segunda representação no orgão contra Renan.",0
C77_Folha_18-10-2022_10h15,4619,c77f,politics,2022,"No documento, o partido afirma que o presidente Bolsonaro tem se utilizado das Forças Armadas para tentar desacreditar o sistema eleitoral e fragilizar o Estado Democrático de Direito.",0
C57_OGlobo_06-10-2022_05h18_titulo,2962,c57o,world,2022,"Entre as vítimas, estão crianças de 2 anos e o filho e a mulher do assassino, que se suicidou depois, segundo polícia local.",0
C42_Estadao_25-09-2007_14h28,1940,c42e,politics,2007,"A medida, segundo ele, também resolveria outro problema: a dificuldade de encontrar relatores para os processos.",0
C48_OGlobo_25-09-2022_18h05,2337,c48o,world,2022,"Seus principais aliados na Europa são o partido de extrema direita espanhol Vox e o conservador e nacionalista polonês Lei e Justiça, que junto com o FDI fazem parte da bancada dos Conservadores e Reformistas Europeus (CRE) no Parlamento Europeu.",0
C73_OGlobo_17-10-2022_06h14_titulo,4299,c73o,sports,2022,Neymar participa de julgamento final sobre fraude fiscal a um mês da Copa do Mundo.,0
C17_OGlobo_24-10-2006_01h21,432,c17o,politics,2006,Mas as ilações feitas por vocês nos debates são muito maiores que as denúncias.,-1
C92_Folha_25-10-2007_07h30,5569,c92f,politics,2007,"""Tem tudo a ver com violência.",-1
C87_Estadao_21-07-2007_00h00,5277,c87e,politics,2007,"Na avaliação dos parlamentares, a tragédia com o avião da TAM inviabilizou de forma definitiva a permanência do ministro no cargo.",0
C70_Estadao_16-10-2022_10h58,3960,c70e,politics,2022,"Parei a moto numa esquina, tirei o capacete e olhei umas menininhas bonitas, de 14, 15 anos, arrumadinhas no sábado numa comunidade, e vi que eram parecidas.",-1
C35_OGlobo_21-09-2022_21h41,1580,c35o,world,2022,"E a União Europeia classificou as medidas de Putin como uma ""aposta nuclear muito perigosa"".",0
C48_OGlobo_25-09-2022_18h05,2328,c48o,world,2022,O resultado final das eleições deve ser conhecido na madrugada da segunda-feira (26).,0
C85_Estadao_20-08-2007_15h02,5159,c85e,politics,2007,STF julga nesta semana os 40 do mensalão,0
C55_OGlobo_27-09-2022_19h04,2849,c55o,politics,2022,"Resposta estimulada e única, em %:",0
C44_Estadao_24-09-2007_23h05,2041,c44e,politics,2007,"Na semana passada, Quintanilha tinha se posicionado contra a possibilidade de junção dos processos.",0
C18_Oglobo_2007_17h05,530,c18o,world,2007,"O número de mortos foi pior do que o de um massacre na Universidade do Texas, em Austin, no dia 1o de agosto de 1966, quando o atirador Charles Whitman matou 15 pessoas, incluindo sua mãe e mulher na noite anterior, e deixou 31 outros feridos.",0
C27_Folha_17-10-2007_23h53,1066,c27f,sports,2007,"Castillo bateu forte, mas a bola passou por cima do gol.",0
C59_Estadao_06-10-2022_20h44,3029,c59e,politics,2022,"Com o PT, tive uma única conversa com o (Aloizio) Mercadante.",-1
